locality,bhk,area_sqft,furnishing,floor,total_floors,building_age_yrs,tenant_preferred,gym,swimming_pool,power_backup,lift,security,parking,club_house,dist_metro_km,dist_techpark_km,monthly_rent
Vasanth Nagar,2,736,Unfurnished,2,3,6,Family,0,1,0,1,0,1,0,1.4,3.6,55500
Begur,2,1053,Unfurnished,9,10,3,Family,0,0,0,0,1,0,0,5.3,4.0,11500
Bannerghatta Rd,1,676,Semi-Furnished,2,10,3,Any,1,0,1,0,1,0,0,3.8,4.2,17000
Bellandur,2,939,Unfurnished,0,5,6,Bachelor,0,0,0,1,0,1,0,4.4,0.6,20000
Marathahalli,1,513,Fully Furnished,1,5,6,Any,0,1,0,0,1,0,1,3.4,1.2,23500
Hennur,2,1068,Fully Furnished,4,5,3,Family,1,0,1,0,0,0,0,4.1,6.9,22500
Indiranagar,2,945,Unfurnished,6,10,15,Bachelor,1,0,1,1,1,1,0,1.0,2.3,39500
Mahadevapura,2,1035,Semi-Furnished,1,5,1,Any,0,0,1,1,0,1,0,3.0,1.2,18000
Indiranagar,3,1602,Semi-Furnished,2,3,1,Family,1,1,1,1,0,1,0,0.6,3.9,76500
Mahadevapura,2,1249,Fully Furnished,2,3,15,Any,0,0,0,1,1,1,0,3.2,1.5,31500
HSR Layout,3,1739,Unfurnished,13,20,10,Bachelor,0,0,0,0,1,1,0,2.4,1.4,41000
Hennur,2,1204,Unfurnished,1,7,3,Family,0,0,1,0,0,0,0,4.6,6.2,15000
Bannerghatta Rd,2,904,Fully Furnished,0,10,6,Bachelor,0,0,0,1,1,0,0,4.2,4.9,18500
Sadashivanagar,2,1044,Fully Furnished,2,3,15,Bachelor,1,0,1,1,1,0,0,3.6,5.1,82000
Banashankari,2,1011,Fully Furnished,10,10,3,Family,0,1,1,0,0,0,1,2.9,6.7,26000
Attibele,3,1272,Fully Furnished,8,15,3,Bachelor,0,0,1,1,0,1,0,7.9,2.4,23000
Yelahanka,1,565,Unfurnished,4,15,10,Family,1,0,1,0,0,1,1,3.7,8.0,15000
Hennur,2,943,Semi-Furnished,5,5,3,Bachelor,0,0,1,0,0,0,1,4.7,7.0,20500
Whitefield,2,1015,Unfurnished,10,10,15,Any,1,0,1,0,0,1,0,4.1,0.7,28000
BTM Layout,3,1269,Unfurnished,4,7,20,Bachelor,1,0,0,1,0,1,0,2.6,2.5,37500
HSR Layout,1,458,Fully Furnished,6,7,6,Any,1,0,0,1,1,0,1,2.4,1.5,25000
Jayanagar,3,1652,Unfurnished,6,7,20,Family,1,1,0,1,1,0,0,1.7,5.3,40500
Mahadevapura,2,962,Semi-Furnished,6,7,1,Bachelor,0,1,0,0,1,0,1,3.1,1.7,26500
JP Nagar,2,871,Fully Furnished,1,3,6,Any,1,0,0,1,0,1,0,2.7,5.1,31000
Marathahalli,2,843,Unfurnished,5,10,6,Bachelor,0,0,1,1,1,1,0,3.7,0.8,27500
Yelahanka,2,953,Fully Furnished,2,3,1,Bachelor,1,0,1,0,0,1,0,3.8,8.3,29500
Whitefield,2,1131,Fully Furnished,1,5,6,Family,1,0,1,1,0,0,0,4.2,0.2,37500
Hennur,3,1564,Semi-Furnished,1,5,3,Family,0,0,1,1,1,0,0,4.4,8.0,22000
Attibele,2,980,Unfurnished,5,7,10,Family,0,0,0,0,1,0,0,8.3,1.4,9500
JP Nagar,2,871,Semi-Furnished,1,7,6,Any,0,0,0,1,1,1,0,2.9,6.2,18500
Electronic City,2,969,Semi-Furnished,4,7,20,Family,1,0,0,1,0,0,0,5.1,0.2,15500
Mahadevapura,1,607,Semi-Furnished,7,7,15,Any,0,1,1,1,1,0,0,3.4,0.7,20000
Whitefield,1,462,Unfurnished,5,7,20,Any,1,0,1,0,1,0,0,4.5,0.3,15500
Begur,2,870,Fully Furnished,9,20,6,Family,0,0,1,1,0,0,0,4.8,3.7,15500
Jayanagar,2,1070,Unfurnished,3,7,3,Bachelor,1,0,0,1,0,1,1,1.8,5.0,29500
Indiranagar,1,681,Fully Furnished,7,7,6,Any,1,0,1,1,1,0,1,1.3,3.5,40000
Electronic City,2,970,Unfurnished,17,20,6,Any,1,0,1,1,0,0,0,5.8,0.5,17500
Banashankari,2,990,Semi-Furnished,6,7,10,Family,0,1,1,1,0,0,1,3.3,6.3,25000
Electronic City,2,1015,Fully Furnished,0,10,6,Family,0,0,1,0,0,0,1,5.3,0.8,17500
Hennur,2,937,Unfurnished,5,10,3,Family,0,0,0,0,0,1,0,4.8,7.1,12000
Koramangala,1,553,Unfurnished,0,5,3,Family,1,0,1,0,1,1,0,1.3,2.1,26000
Hennur,3,1213,Semi-Furnished,1,5,15,Bachelor,1,0,0,1,0,0,0,4.9,6.9,22500
Banashankari,3,1477,Fully Furnished,5,15,1,Any,0,0,1,0,1,1,0,3.8,5.6,29500
Marathahalli,2,1137,Semi-Furnished,3,7,3,Family,1,0,1,1,0,0,0,3.4,1.2,27000
Whitefield,1,634,Semi-Furnished,2,3,6,Any,0,0,0,1,1,1,1,4.4,0.3,22500
Bannerghatta Rd,3,1770,Unfurnished,1,7,6,Bachelor,0,0,0,0,0,0,0,4.2,4.5,21500
Koramangala,3,1458,Fully Furnished,3,3,1,Family,0,0,1,0,1,1,0,1.0,1.8,85500
Yelahanka,3,1112,Fully Furnished,8,15,6,Family,0,0,1,0,0,1,0,4.1,8.7,35000
Sarjapur Road,1,612,Semi-Furnished,3,10,20,Any,0,0,1,1,0,1,0,4.1,1.3,16000
Bellandur,2,964,Fully Furnished,2,3,6,Any,1,0,0,0,1,1,1,3.8,1.0,30000
Sarjapur Road,3,1662,Semi-Furnished,8,10,3,Any,1,1,0,1,0,1,1,4.4,0.4,36000
Indiranagar,2,1052,Semi-Furnished,1,3,6,Family,1,0,0,1,0,1,0,0.8,2.8,50000
HSR Layout,2,937,Unfurnished,6,7,1,Family,1,0,0,1,1,0,0,2.4,1.7,26500
BTM Layout,2,967,Semi-Furnished,3,5,3,Family,0,0,1,1,0,1,0,2.0,2.0,34500
Electronic City,2,984,Semi-Furnished,0,7,3,Bachelor,1,0,0,1,1,0,0,5.6,0.5,20500
HSR Layout,1,569,Unfurnished,9,15,10,Any,1,0,0,0,1,0,0,2.6,1.3,20000
Vasanth Nagar,2,925,Semi-Furnished,3,10,15,Family,1,1,1,1,0,1,0,1.1,4.8,48000
Begur,1,635,Fully Furnished,2,5,1,Any,0,0,1,0,0,0,0,4.5,3.8,13000
Koramangala,2,977,Semi-Furnished,2,7,6,Bachelor,0,0,1,1,1,1,1,1.4,0.8,48500
Attibele,2,1156,Semi-Furnished,1,7,15,Any,0,0,0,0,0,0,0,7.7,1.3,10500
Sarjapur Road,2,1118,Fully Furnished,0,3,3,Any,0,0,1,1,0,0,0,3.0,1.0,29000
Electronic City,1,443,Unfurnished,8,15,3,Family,0,0,1,0,0,0,0,6.0,0.2,9000
HSR Layout,2,977,Semi-Furnished,3,5,3,Any,0,0,0,1,1,0,1,2.7,2.1,40000
Koramangala,3,1407,Fully Furnished,4,10,6,Family,0,1,0,1,1,0,1,0.9,1.2,92500
Bellandur,1,438,Semi-Furnished,4,7,10,Family,1,0,1,1,0,0,0,3.3,0.3,18000
Electronic City,1,482,Semi-Furnished,10,10,6,Any,0,1,1,1,0,0,1,5.5,0.3,14500
Bellandur,1,528,Unfurnished,5,7,15,Any,1,0,0,1,0,0,0,3.7,0.7,16000
Sadashivanagar,3,1454,Fully Furnished,2,10,3,Bachelor,0,0,1,0,1,1,0,3.6,5.4,88000
Bellandur,2,699,Semi-Furnished,5,7,3,Bachelor,1,0,1,1,0,1,0,4.1,1.2,32500
Mahadevapura,2,935,Fully Furnished,10,15,1,Any,0,0,0,1,1,1,1,3.1,1.2,25000
Sarjapur Road,1,555,Semi-Furnished,5,10,15,Any,0,0,0,1,0,1,0,4.0,1.9,19500
Mahadevapura,2,1090,Semi-Furnished,15,15,6,Family,0,0,1,1,0,1,0,2.9,1.5,25000
Electronic City,3,1598,Fully Furnished,1,10,10,Any,0,0,0,1,0,1,0,5.6,0.2,31500
Whitefield,3,1592,Semi-Furnished,0,10,20,Bachelor,0,0,1,1,1,0,0,4.3,1.5,31000
Indiranagar,2,1046,Semi-Furnished,1,5,10,Bachelor,1,0,1,1,1,0,0,0.9,3.4,62000
Yelahanka,1,402,Semi-Furnished,3,5,15,Bachelor,0,0,1,1,0,0,0,4.1,7.7,12500
Indiranagar,1,498,Fully Furnished,6,7,3,Bachelor,1,0,0,1,1,1,1,1.4,4.3,43500
JP Nagar,1,563,Semi-Furnished,13,15,6,Any,1,0,0,0,0,1,0,3.1,5.2,20500
JP Nagar,2,1068,Semi-Furnished,1,7,10,Bachelor,1,0,1,1,0,1,0,2.6,5.4,24500
Koramangala,1,545,Unfurnished,6,7,6,Any,0,1,0,1,0,0,0,1.1,2.1,26500
BTM Layout,2,1019,Fully Furnished,0,3,1,Family,0,0,1,1,1,1,0,2.3,3.7,28000
Indiranagar,2,1125,Unfurnished,15,20,6,Any,0,0,0,0,0,1,0,1.1,2.3,46000
Electronic City,3,1355,Semi-Furnished,17,20,10,Any,0,0,0,0,0,0,0,5.8,1.0,22500
Bannerghatta Rd,2,1009,Semi-Furnished,6,10,1,Any,0,0,0,1,0,0,0,4.1,4.8,16500
Indiranagar,3,1658,Semi-Furnished,1,7,6,Bachelor,0,1,1,0,1,1,0,0.6,3.1,65000
Begur,2,990,Semi-Furnished,6,10,6,Bachelor,0,0,0,1,1,0,0,5.3,2.5,17500
Marathahalli,1,510,Unfurnished,4,7,15,Any,1,0,0,1,0,0,1,3.7,1.8,16000
HSR Layout,2,903,Semi-Furnished,15,20,6,Any,1,0,0,1,0,1,0,2.4,1.4,36000
Indiranagar,2,744,Fully Furnished,1,7,10,Family,0,0,0,1,0,1,0,1.3,3.8,59000
Marathahalli,2,834,Fully Furnished,5,10,10,Any,1,0,0,0,0,1,1,3.1,1.0,34500
Mahadevapura,2,826,Unfurnished,10,10,6,Bachelor,0,1,0,0,0,1,0,3.0,2.1,23000
Sarjapur Road,3,1156,Fully Furnished,2,10,1,Family,0,0,1,1,1,0,1,3.8,1.1,58500
Koramangala,2,1030,Semi-Furnished,3,3,6,Any,0,1,0,1,1,1,1,1.0,1.9,52000
Indiranagar,2,1170,Fully Furnished,3,3,15,Bachelor,0,0,0,1,1,1,0,0.2,4.0,61500
JP Nagar,3,1222,Semi-Furnished,5,5,1,Any,1,0,0,1,1,0,0,2.3,4.9,37500
HSR Layout,1,623,Semi-Furnished,1,5,6,Family,1,0,0,0,1,1,0,2.8,0.9,18500
HSR Layout,2,1036,Fully Furnished,4,10,3,Family,1,0,1,1,0,1,0,2.2,0.6,42000
HSR Layout,2,923,Fully Furnished,2,10,3,Bachelor,0,0,1,0,0,0,0,2.4,1.7,41500
Electronic City,3,1613,Semi-Furnished,3,5,10,Family,0,1,0,0,0,1,0,5.2,0.3,26500
Bannerghatta Rd,3,1070,Unfurnished,4,10,10,Any,0,0,1,0,0,1,0,4.6,4.6,18000
JP Nagar,3,1535,Semi-Furnished,9,10,15,Family,1,0,1,1,0,1,1,3.5,4.7,31500
Bannerghatta Rd,1,514,Semi-Furnished,0,15,15,Bachelor,0,0,0,0,1,1,0,3.6,4.1,10000
BTM Layout,3,1265,Unfurnished,6,7,6,Family,0,0,1,0,1,1,0,2.0,2.0,30000
Yelahanka,2,988,Unfurnished,14,15,15,Family,0,0,0,1,1,1,0,4.1,8.7,21000
Vasanth Nagar,2,865,Fully Furnished,1,3,6,Any,1,1,0,1,0,0,0,1.0,3.7,61500
Whitefield,1,451,Unfurnished,8,10,6,Family,0,0,0,1,1,0,1,4.4,0.6,19500
Begur,2,834,Semi-Furnished,4,7,3,Bachelor,0,0,0,0,0,0,0,5.3,2.3,13500
Whitefield,3,987,Unfurnished,1,3,6,Any,0,0,0,0,1,0,0,4.9,0.2,37500
BTM Layout,3,1303,Semi-Furnished,12,15,15,Any,1,1,1,0,0,0,0,1.6,2.5,40000
Whitefield,2,957,Unfurnished,1,7,10,Any,0,0,0,1,0,0,0,4.3,0.6,25500
Indiranagar,1,363,Unfurnished,6,10,6,Family,1,0,1,1,1,0,0,1.1,3.6,31000
Hennur,2,971,Fully Furnished,0,7,1,Family,0,0,0,1,0,1,1,4.5,7.4,22000
Marathahalli,3,1536,Fully Furnished,1,10,15,Any,0,0,1,1,0,0,0,3.1,0.8,38000
Banashankari,2,892,Unfurnished,6,7,6,Any,0,0,0,0,0,1,0,3.7,4.5,19500
Whitefield,2,745,Semi-Furnished,1,5,6,Bachelor,0,1,1,1,1,1,0,4.6,0.3,25000
Whitefield,1,722,Semi-Furnished,0,7,6,Any,1,1,1,1,0,0,0,4.3,0.2,16000
Indiranagar,2,1189,Fully Furnished,2,5,6,Bachelor,1,0,0,0,0,1,0,0.4,3.4,68000
Sarjapur Road,2,895,Fully Furnished,2,3,20,Family,0,0,0,0,1,0,1,4.1,0.2,28500
HSR Layout,3,1623,Semi-Furnished,12,20,6,Any,0,0,1,1,1,1,0,2.8,1.7,43000
Bellandur,2,907,Semi-Furnished,4,7,1,Any,1,1,1,1,0,0,0,3.9,0.3,27500
Electronic City,2,1103,Fully Furnished,0,7,20,Bachelor,0,0,0,1,0,1,0,5.5,1.3,19000
Electronic City,2,988,Unfurnished,2,10,1,Any,0,0,0,0,0,1,0,5.6,0.2,13500
Marathahalli,1,421,Semi-Furnished,4,7,3,Family,0,1,1,1,0,0,0,3.2,1.1,20500
Marathahalli,3,1441,Fully Furnished,1,7,15,Family,0,0,1,0,0,1,1,3.7,0.4,36500
Sadashivanagar,2,1048,Fully Furnished,2,7,6,Any,0,0,1,1,1,1,0,3.6,5.6,63500
Mahadevapura,2,772,Semi-Furnished,4,7,20,Any,0,0,0,0,1,1,0,3.6,0.8,17000
HSR Layout,2,969,Semi-Furnished,0,5,3,Bachelor,0,0,0,1,0,1,0,3.1,1.6,27000
Yelahanka,2,1045,Semi-Furnished,1,5,15,Family,0,0,1,0,0,0,0,4.1,9.2,21000
HSR Layout,2,952,Semi-Furnished,6,7,15,Family,0,1,1,1,1,1,0,2.5,1.8,33000
Indiranagar,2,857,Semi-Furnished,2,20,3,Any,0,1,0,1,0,1,1,1.1,2.7,58500
Whitefield,2,864,Semi-Furnished,15,15,1,Family,0,1,0,1,0,1,1,5.0,0.4,29500
Koramangala,2,987,Fully Furnished,3,20,10,Any,1,0,1,1,1,1,0,1.1,1.8,42000
Bellandur,1,517,Fully Furnished,3,5,10,Any,0,0,0,0,0,0,1,4.0,1.8,19500
BTM Layout,2,889,Unfurnished,10,15,10,Any,0,0,1,0,0,0,1,2.3,2.4,22500
Koramangala,1,764,Semi-Furnished,3,5,3,Family,1,1,1,0,1,1,0,1.3,1.4,28500
Marathahalli,2,957,Semi-Furnished,6,7,10,Any,0,1,0,0,0,1,0,3.0,0.2,28000
Koramangala,3,1107,Semi-Furnished,4,5,15,Family,0,0,1,1,1,1,0,1.5,1.4,64000
HSR Layout,3,1388,Unfurnished,3,5,10,Family,0,0,1,1,0,1,0,2.5,1.8,39000
Sarjapur Road,2,839,Semi-Furnished,5,5,1,Family,1,0,1,0,0,1,0,4.4,1.0,31500
Koramangala,2,866,Fully Furnished,2,5,10,Family,1,0,1,1,0,1,0,1.6,2.4,54000
Electronic City,1,697,Semi-Furnished,5,5,3,Any,0,0,0,0,0,0,0,5.7,0.2,13500
Koramangala,2,1131,Fully Furnished,0,3,20,Family,0,1,1,1,0,1,0,0.9,2.6,41500
HSR Layout,3,1585,Fully Furnished,7,10,3,Family,1,0,1,1,1,1,0,2.4,1.9,69000
Bellandur,1,817,Unfurnished,3,3,3,Any,0,1,0,0,0,0,0,3.8,2.0,18500
BTM Layout,2,938,Unfurnished,2,5,6,Family,1,0,0,0,1,1,0,2.1,1.9,27500
Indiranagar,3,1378,Fully Furnished,2,3,3,Any,1,1,0,1,1,0,0,0.9,2.9,89500
BTM Layout,3,1385,Fully Furnished,11,20,10,Family,0,1,1,1,1,1,0,2.2,2.9,45000
HSR Layout,1,568,Unfurnished,2,3,15,Family,1,1,1,1,0,1,1,2.5,1.4,18000
Electronic City,2,1026,Unfurnished,7,10,3,Any,0,0,0,0,0,0,0,5.4,0.8,15500
BTM Layout,1,375,Unfurnished,5,15,15,Family,1,0,0,0,0,0,0,1.9,3.0,14000
Mahadevapura,1,619,Fully Furnished,4,5,15,Bachelor,0,0,0,1,0,0,0,2.9,1.1,15500
Hennur,3,1111,Unfurnished,5,7,10,Family,1,0,0,0,0,1,0,4.4,7.5,20000
Banashankari,3,1447,Semi-Furnished,1,5,10,Family,1,0,0,0,0,0,0,3.5,5.7,25500
Bannerghatta Rd,3,1071,Fully Furnished,5,7,20,Family,1,0,1,0,0,0,0,3.9,4.3,23500
BTM Layout,1,726,Unfurnished,0,5,10,Family,1,0,0,1,0,0,1,2.1,2.1,14500
Begur,3,1583,Semi-Furnished,16,20,10,Family,0,1,1,0,0,0,0,4.7,3.6,20500
Indiranagar,2,946,Unfurnished,2,10,1,Any,1,0,1,0,1,0,0,0.7,3.2,56500
Sarjapur Road,2,1086,Fully Furnished,5,5,10,Bachelor,1,0,1,1,1,0,1,4.3,0.5,31500
Yelahanka,2,883,Unfurnished,5,7,3,Family,0,0,0,0,1,1,0,3.5,8.5,18500
JP Nagar,1,514,Semi-Furnished,0,5,6,Bachelor,1,0,1,0,1,1,0,3.2,4.6,18000
Whitefield,3,1228,Semi-Furnished,3,20,15,Any,0,1,0,1,0,1,0,3.9,0.4,42500
Sarjapur Road,2,1037,Unfurnished,4,5,20,Any,0,0,0,1,0,0,1,4.2,1.4,24500
Koramangala,1,547,Unfurnished,1,7,1,Any,0,1,1,1,0,1,1,1.3,1.7,29000
Sadashivanagar,1,478,Semi-Furnished,1,3,10,Any,1,0,1,1,1,1,0,3.5,6.5,30500
Bellandur,1,475,Unfurnished,7,7,10,Family,1,0,0,1,0,0,0,3.6,0.2,16000
Sarjapur Road,1,610,Fully Furnished,5,5,10,Family,0,0,0,0,1,0,0,4.1,1.1,18000
Begur,2,955,Fully Furnished,2,7,20,Bachelor,0,0,0,0,1,0,0,5.1,3.0,14000
Mahadevapura,3,1553,Semi-Furnished,7,7,20,Bachelor,1,0,0,0,1,1,0,3.4,1.7,31500
Begur,1,495,Semi-Furnished,2,10,10,Bachelor,0,0,0,1,0,0,0,5.3,3.9,12000
Sarjapur Road,1,668,Semi-Furnished,1,7,3,Bachelor,0,0,1,1,0,0,1,4.2,0.2,17500
HSR Layout,2,1013,Fully Furnished,2,5,10,Any,1,0,1,0,1,1,0,2.4,2.3,34500
Indiranagar,3,1336,Semi-Furnished,1,5,10,Any,1,0,1,1,1,1,0,1.2,2.1,61500
Mahadevapura,2,1018,Unfurnished,0,3,10,Bachelor,0,0,0,1,1,1,1,3.3,0.4,19500
Whitefield,2,874,Unfurnished,2,5,6,Any,0,1,1,1,1,1,0,4.9,0.5,26500
Koramangala,2,967,Semi-Furnished,2,7,6,Family,1,0,0,0,1,0,0,1.1,2.6,49500
BTM Layout,2,956,Semi-Furnished,5,5,10,Family,0,0,1,1,0,1,0,2.1,3.2,29000
Begur,1,523,Semi-Furnished,5,7,15,Family,0,1,0,0,0,0,0,5.2,3.0,12500
Marathahalli,2,822,Unfurnished,3,3,15,Bachelor,1,0,0,1,0,1,0,3.4,0.4,23500
Banashankari,2,946,Fully Furnished,0,5,3,Family,1,1,0,0,0,0,0,3.8,6.7,26000
Banashankari,2,1021,Unfurnished,0,5,3,Any,0,1,0,1,0,0,0,3.3,5.4,19500
Jayanagar,2,917,Unfurnished,2,7,20,Family,0,0,1,1,0,1,0,1.1,5.7,23500
BTM Layout,2,975,Semi-Furnished,3,5,10,Bachelor,1,0,1,0,1,1,0,2.3,2.2,31500
BTM Layout,1,392,Unfurnished,10,10,20,Family,0,0,0,0,0,0,1,2.6,2.7,13000
Koramangala,2,1125,Semi-Furnished,5,5,20,Family,1,1,1,1,1,1,0,0.9,1.3,37500
Mahadevapura,1,681,Semi-Furnished,4,7,6,Any,0,0,0,0,0,1,0,3.4,1.3,14000
JP Nagar,1,593,Semi-Furnished,1,3,1,Bachelor,0,1,1,0,1,1,0,2.6,4.7,19500
Electronic City,2,1170,Semi-Furnished,0,7,6,Any,0,0,0,1,0,1,0,5.6,0.2,19000
Electronic City,3,1417,Unfurnished,3,7,10,Any,0,0,0,0,1,0,0,5.8,0.2,15500
Vasanth Nagar,3,1724,Unfurnished,4,7,3,Family,0,0,1,1,1,0,0,1.0,3.9,60500
Sarjapur Road,2,1059,Fully Furnished,2,7,3,Family,0,0,0,0,0,1,0,3.8,0.2,36500
Yelahanka,1,672,Semi-Furnished,2,3,10,Any,1,0,0,1,0,0,0,4.5,7.7,15000
Hennur,1,588,Semi-Furnished,2,10,1,Any,0,0,0,0,1,0,0,4.5,6.3,10000
Vasanth Nagar,3,1360,Unfurnished,7,7,20,Bachelor,0,0,1,1,1,1,1,0.9,3.5,78000
Sarjapur Road,2,951,Semi-Furnished,8,10,10,Any,1,0,0,0,1,0,1,3.6,1.3,24000
Whitefield,2,1041,Semi-Furnished,7,10,15,Any,1,0,1,0,1,1,0,3.9,1.5,29000
HSR Layout,3,1589,Semi-Furnished,4,10,10,Family,0,1,1,1,1,0,0,2.6,1.5,42500
Indiranagar,2,897,Fully Furnished,0,15,10,Bachelor,0,0,1,0,1,0,1,1.1,3.4,60000
Sarjapur Road,3,1259,Unfurnished,10,10,10,Any,1,0,0,0,1,1,0,4.3,1.1,31000
Bellandur,1,445,Unfurnished,2,3,1,Any,0,0,0,1,1,0,0,3.7,1.0,15500
BTM Layout,2,1173,Fully Furnished,2,7,3,Family,1,0,0,0,1,0,0,2.5,3.2,32500
Whitefield,3,1507,Fully Furnished,0,3,10,Family,1,1,1,0,1,0,0,4.8,0.2,44000
JP Nagar,2,1086,Unfurnished,0,5,15,Family,0,0,0,0,0,0,1,3.0,6.1,20000
Bellandur,2,1142,Semi-Furnished,3,5,15,Family,1,0,0,1,0,0,0,3.7,1.1,21000
Jayanagar,2,1020,Unfurnished,5,5,15,Any,0,0,0,1,1,0,0,1.5,4.5,27000
Hennur,3,1241,Unfurnished,2,7,3,Family,0,0,0,0,0,0,1,4.4,7.0,20000
HSR Layout,1,471,Semi-Furnished,3,3,10,Family,0,0,1,0,1,0,0,2.4,2.8,21500
BTM Layout,2,898,Unfurnished,4,7,1,Family,0,0,1,1,1,0,1,2.0,2.4,24500
Koramangala,1,405,Fully Furnished,6,7,15,Bachelor,1,0,1,1,1,1,1,1.4,2.3,42000
Indiranagar,2,839,Semi-Furnished,1,7,1,Bachelor,0,0,1,1,0,1,0,1.2,2.9,54000
Marathahalli,1,640,Unfurnished,6,7,3,Family,1,0,1,0,1,0,0,3.7,0.5,17500
HSR Layout,1,385,Unfurnished,1,3,10,Family,0,0,0,0,1,1,0,2.4,1.6,15500
Electronic City,2,1082,Fully Furnished,1,3,1,Family,0,0,0,0,1,0,0,5.5,0.5,21000
Koramangala,3,1463,Unfurnished,5,7,15,Bachelor,1,1,0,1,1,1,0,1.8,1.5,60500
BTM Layout,1,517,Semi-Furnished,0,5,20,Family,1,0,0,1,0,0,0,2.1,1.6,15000
BTM Layout,1,479,Semi-Furnished,2,3,1,Any,1,0,1,1,0,0,1,2.5,2.7,25000
Koramangala,3,1140,Semi-Furnished,1,7,1,Bachelor,0,1,1,1,0,1,1,0.9,2.4,83500
Indiranagar,2,904,Semi-Furnished,5,5,20,Family,1,1,0,1,1,1,1,1.2,4.3,52000
JP Nagar,3,1151,Unfurnished,14,15,6,Any,1,0,1,0,1,0,0,2.5,6.3,30000
Yelahanka,1,584,Unfurnished,0,5,15,Family,0,0,1,1,0,0,0,3.5,8.8,11000
JP Nagar,2,1043,Unfurnished,2,3,20,Any,0,1,0,1,0,0,0,3.2,5.9,21000
Marathahalli,1,476,Semi-Furnished,1,3,10,Family,0,0,1,0,1,1,0,3.1,1.4,17000
Whitefield,1,527,Semi-Furnished,1,3,1,Bachelor,0,0,0,0,1,1,0,4.5,0.6,21500
Koramangala,2,894,Unfurnished,1,7,6,Any,0,0,1,0,0,1,0,1.5,1.8,42500
Banashankari,2,1057,Unfurnished,2,5,10,Any,1,0,1,1,1,1,1,3.5,5.5,23500
Begur,3,1457,Semi-Furnished,3,5,3,Family,0,0,1,0,0,0,0,4.8,4.1,20000
Marathahalli,2,1017,Semi-Furnished,1,15,3,Family,0,1,1,1,0,0,1,3.8,0.9,36500
Sarjapur Road,2,867,Fully Furnished,14,15,15,Bachelor,0,0,0,0,0,0,0,4.0,1.2,29500
BTM Layout,2,773,Semi-Furnished,3,3,3,Any,0,1,1,1,1,0,0,2.3,1.8,36000
Mahadevapura,3,1404,Semi-Furnished,5,15,15,Any,1,0,0,1,0,0,0,3.1,1.1,31500
Mahadevapura,2,1172,Semi-Furnished,5,5,10,Family,0,0,0,0,1,0,0,3.4,2.5,22000
Marathahalli,2,1062,Fully Furnished,13,15,20,Family,1,0,0,1,0,1,0,3.1,0.9,33500
Begur,2,991,Fully Furnished,0,3,20,Bachelor,1,0,1,0,0,0,0,4.9,4.0,15500
Indiranagar,2,802,Semi-Furnished,14,15,20,Family,0,0,0,1,0,1,0,0.8,2.6,50500
Koramangala,2,954,Unfurnished,12,20,3,Family,0,0,1,0,1,1,1,1.1,2.5,50000
Mahadevapura,3,1136,Unfurnished,3,3,3,Family,0,1,0,1,1,0,0,3.6,1.1,24500
Electronic City,2,928,Semi-Furnished,3,3,3,Bachelor,0,0,0,1,0,0,0,5.7,0.2,16500
Indiranagar,3,1391,Fully Furnished,0,5,10,Any,1,0,1,1,1,1,1,0.7,3.2,81000
HSR Layout,1,536,Semi-Furnished,4,10,10,Any,0,0,1,0,0,1,0,2.8,3.4,19000
Koramangala,2,947,Unfurnished,6,7,3,Family,0,0,1,1,1,0,1,0.5,1.9,43500
HSR Layout,3,1344,Fully Furnished,1,7,15,Bachelor,0,0,1,1,0,1,0,1.9,2.4,40000
Mahadevapura,1,566,Fully Furnished,4,5,15,Any,1,0,0,0,0,0,0,3.4,1.6,15500
Marathahalli,3,1357,Unfurnished,6,7,1,Family,0,0,0,0,1,0,0,3.5,0.6,35000
BTM Layout,2,889,Semi-Furnished,0,3,15,Any,0,1,0,0,0,1,0,2.0,2.0,26500
BTM Layout,3,1695,Semi-Furnished,1,5,1,Bachelor,1,1,0,1,1,1,0,2.4,2.5,43000
Koramangala,2,1264,Fully Furnished,4,15,3,Family,1,0,0,0,1,1,0,1.3,1.2,62500
HSR Layout,2,983,Fully Furnished,0,5,6,Bachelor,0,0,1,0,0,0,0,2.6,2.4,44500
Whitefield,1,580,Semi-Furnished,5,10,15,Family,0,1,0,1,0,1,0,4.7,0.2,20500
Begur,2,1015,Semi-Furnished,4,5,6,Any,0,0,0,0,1,0,0,5.0,2.7,13000
Electronic City,1,597,Fully Furnished,3,3,6,Family,0,0,0,0,0,1,0,5.9,0.5,12500
Koramangala,1,527,Semi-Furnished,2,5,3,Family,0,1,0,0,0,1,1,1.1,1.7,29000
Hennur,1,634,Semi-Furnished,7,7,3,Family,1,0,0,0,0,1,0,4.3,7.3,13000
Mahadevapura,2,1045,Fully Furnished,6,7,20,Any,0,0,1,0,0,0,0,3.0,1.0,25500
Mahadevapura,3,1490,Unfurnished,9,10,6,Bachelor,0,0,0,1,0,1,1,2.6,1.7,25000
Banashankari,1,400,Semi-Furnished,0,5,6,Bachelor,0,0,1,0,0,1,0,3.5,6.2,13500
JP Nagar,1,460,Fully Furnished,3,3,15,Bachelor,0,0,1,1,0,0,0,3.1,5.2,17000
HSR Layout,2,880,Fully Furnished,2,15,10,Bachelor,0,0,0,1,0,1,1,2.1,1.6,40500
Koramangala,1,447,Semi-Furnished,3,7,15,Family,0,0,1,1,1,1,1,1.2,2.1,27000
